Patient 1 dataset,,,,,,,,,
Time ,Ankle,,,Thigh,,,Trunk,,
8640,70,19,-980,-36,37,-969,106,47,-970
8656,60,29,-980,-18,37,-979,126,38,-980
8671,70,29,-990,-27,37,-969,116,47,-970
8687,60,29,-960,-27,37,-989,126,38,-970
8703,60,49,-950,-27,37,-979,116,47,-980
8718,40,29,-980,-18,37,-989,135,47,-961
8734,70,29,-980,-36,46,-989,116,47,-951
8750,70,29,-990,-27,37,-969,126,47,-961
8765,60,39,-980,-36,37,-979,126,47,-970
8781,80,29,-960,-18,27,-989,126,47,-980
8796,70,39,-970,-27,37,-969,126,47,-1000
8812,50,49,-970,-27,37,-989,126,47,-970
8828,50,49,-970,-27,37,-989,116,47,-970
8843,60,29,-980,-18,46,-979,126,38,-970
8859,70,49,-980,-27,27,-979,135,47,-980
8875,70,49,-960,-27,46,-959,126,38,-990
8890,60,39,-960,-27,37,-989,116,38,-961
8906,80,39,-970,-27,37,-979,126,38,-970
8921,60,49,-980,-18,46,-989,116,38,-970
8937,60,29,-970,-36,18,-969,126,57,-970
8953,50,19,-960,-27,37,-979,126,47,-1000
8968,70,19,-990,-27,27,-1010,126,38,-980
8984,70,49,-980,-18,18,-969,116,57,-990
9000,50,49,-970,-27,27,-969,126,38,-961
9015,70,58,-990,-18,27,-989,116,38,-961
9031,70,58,-990,-18,37,-989,126,47,-951
9046,60,39,-970,-18,37,-969,116,47,-951
9062,70,29,-980,-27,18,-989,126,57,-961
9078,60,29,-950,-18,37,-979,126,47,-980
9093,60,29,-950,-27,37,-1000,116,47,-980
9109,80,49,-950,-18,27,-989,135,38,-970
9125,60,29,-960,-27,27,-989,126,38,-961
9140,60,19,-960,-18,37,-979,135,47,-941
9156,70,29,-960,-27,27,-989,116,38,-970
9171,50,39,-980,-9,27,-969,126,47,-990
9187,30,49,-970,-27,27,-979,116,57,-970
9203,70,39,-970,-27,18,-969,126,47,-951
9218,60,39,-970,-27,37,-1000,126,38,-951
9234,50,29,-960,-27,37,-989,116,38,-970
9250,60,29,-970,-27,27,-959,135,28,-970
9265,70,29,-1000,-18,27,-969,126,28,-970
9281,60,39,-960,-18,27,-969,126,38,-961
9296,60,39,-950,-27,27,-969,116,38,-970
9312,60,49,-970,-27,27,-1000,116,38,-970
9328,60,39,-990,-36,18,-959,126,47,-1000
9343,60,49,-950,-27,37,-1000,116,38,-970
9359,70,29,-960,-36,37,-989,116,57,-961
9375,70,29,-980,-18,37,-989,126,57,-970
9390,70,49,-980,-36,37,-979,126,47,-1000
9406,70,39,-970,-36,37,-979,126,47,-1000
9421,60,29,-980,-18,27,-979,126,47,-970
9437,60,49,-980,-36,27,-989,116,47,-970
9453,60,39,-970,-27,46,-979,126,47,-961
9468,50,49,-980,-27,46,-979,116,47,-990
9484,60,29,-980,-27,27,-1000,126,47,-980
9500,70,39,-960,-18,37,-1010,126,47,-980
9515,60,39,-970,-27,37,-969,135,38,-951
9531,70,39,-980,-18,27,-969,135,38,-951
9546,60,58,-980,-27,27,-989,116,28,-961
9562,70,49,-980,-27,37,-989,116,47,-961
9578,70,39,-970,-27,37,-1000,135,28,-961
9593,70,29,-970,-18,27,-989,126,38,-970
9609,60,49,-960,-27,27,-1010,116,47,-970
9625,60,49,-950,-18,18,-969,126,57,-970
9640,70,49,-980,-27,37,-979,116,47,-970
9656,70,19,-980,-27,18,-989,126,38,-951
9671,50,39,-970,-18,27,-989,135,47,-970
9687,50,29,-970,-27,27,-989,126,38,-980
9703,80,29,-970,-27,37,-979,116,38,-961
9718,60,49,-970,-27,27,-989,116,47,-990
9734,70,49,-970,-36,46,-1000,116,38,-970
9750,70,39,-980,-27,37,-1000,126,38,-970
9765,60,19,-960,-27,27,-979,116,57,-970
9781,70,49,-980,-27,37,-1000,116,38,-970
9796,50,49,-960,-18,27,-979,126,47,-970
9812,60,39,-960,-18,37,-979,116,47,-980
9828,70,39,-960,-27,27,-1000,126,47,-961
9843,70,39,-980,-18,27,-969,135,47,-970
9859,60,49,-950,-27,27,-969,126,38,-970
9875,70,39,-960,-18,37,-979,126,47,-980
9890,60,29,-960,-18,27,-989,126,38,-961
9906,70,58,-980,-18,37,-969,135,47,-961
9921,60,29,-970,-36,27,-989,126,47,-980
9937,60,49,-1000,-18,27,-969,116,47,-970
9953,70,39,-970,-18,37,-989,135,19,-951
9968,70,39,-950,-9,27,-989,116,47,-980
9984,60,39,-970,-27,27,-989,126,28,-980
10000,50,49,-970,-18,37,-989,126,47,-961
10015,70,29,-970,-27,27,-989,126,47,-970
10031,50,39,-960,-27,27,-979,126,57,-961
10046,40,39,-960,-27,37,-989,126,38,-970
10062,70,49,-970,-18,37,-979,126,47,-970
10078,50,39,-960,-9,27,-979,135,38,-970
10093,70,39,-980,-9,27,-979,135,47,-980
10109,60,39,-970,-27,37,-979,145,47,-980
10125,70,39,-950,-27,27,-1000,126,47,-990
10140,60,39,-970,-9,27,-969,126,38,-1000
10156,60,39,-970,-36,27,-979,116,38,-970
10171,60,49,-960,-18,18,-979,145,47,-961
10187,70,49,-980,-45,37,-989,135,57,-961
10203,70,49,-980,-27,37,-989,126,38,-980
10218,70,39,-960,-27,27,-979,135,47,-951
10234,80,19,-960,-27,27,-979,116,38,-980
10250,60,29,-970,-18,27,-989,135,47,-980
10265,50,49,-970,-18,27,-989,126,47,-961
10281,50,49,-970,-27,27,-969,126,47,-961
10296,60,39,-960,-27,27,-969,126,47,-970
10312,60,19,-960,-27,27,-979,126,57,-980
10328,50,29,-950,-36,18,-969,126,38,-980
10343,60,49,-970,-18,37,-989,135,28,-980
10359,60,58,-960,-27,27,-979,126,47,-980
10375,50,49,-960,-27,46,-979,135,38,-980
10390,60,29,-980,-27,27,-979,126,57,-1000
10406,60,19,-970,-18,37,-1000,126,57,-970
10421,60,29,-970,-18,46,-1000,126,38,-990
10437,50,68,-990,-27,37,-989,126,47,-970
10453,60,49,-960,-18,27,-1000,126,47,-970
10468,60,49,-960,-18,27,-969,126,47,-1009
10484,70,39,-950,-18,27,-969,126,47,-970
10500,60,19,-980,-18,18,-989,126,47,-970
10515,50,49,-970,-18,37,-979,116,38,-980
10531,70,19,-950,-27,37,-989,126,47,-970
10546,60,39,-970,-18,18,-959,135,47,-970
10562,50,39,-980,-27,27,-979,126,47,-980
10578,60,39,-980,-18,27,-969,126,47,-961
10593,70,29,-960,-27,37,-989,135,38,-961
10609,60,29,-970,-18,37,-989,126,47,-990
10625,60,49,-970,-18,27,-969,126,38,-990
10640,70,29,-970,-36,37,-1010,135,47,-970
10656,70,39,-960,-18,37,-989,126,47,-961
10671,70,39,-960,-27,37,-1000,126,47,-970
10687,40,49,-970,-9,37,-979,126,47,-970
10703,60,39,-960,-27,37,-979,126,38,-970
10718,70,39,-970,-27,27,-989,126,38,-970
10734,60,49,-960,-36,37,-979,126,57,-970
10750,50,39,-960,-18,37,-989,135,38,-961
10765,70,49,-980,-27,37,-1000,106,47,-980
10781,70,49,-980,-18,46,-969,126,47,-980
10796,60,29,-960,-36,37,-979,126,57,-990
10812,60,39,-960,-27,37,-1010,116,38,-980
10828,80,39,-960,-18,37,-969,126,47,-961
10843,70,29,-950,-18,37,-969,126,47,-980
10859,60,49,-970,-36,27,-979,126,47,-980
10875,60,49,-990,-36,27,-979,126,47,-951
10890,60,29,-970,-18,37,-979,116,47,-980
10906,60,29,-970,-27,27,-979,135,47,-970
10921,70,39,-940,-27,46,-979,116,38,-970
10937,50,39,-970,-27,37,-989,135,38,-1000
10953,70,49,-980,-36,27,-989,126,47,-961
10968,70,49,-980,-18,37,-989,126,47,-970
10984,70,58,-980,-18,27,-979,135,38,-951
11000,60,39,-960,-27,37,-989,126,38,-970
11015,70,49,-970,-27,37,-979,126,38,-980
11031,70,39,-950,-27,37,-989,126,38,-961
11046,60,39,-970,-18,27,-979,126,47,-990
11062,50,19,-980,-27,37,-989,126,47,-970
11078,60,39,-970,-18,27,-959,116,47,-980
11093,60,29,-960,-18,27,-989,116,57,-961
11109,70,39,-960,-18,37,-969,135,47,-970
11125,50,29,-960,-27,37,-969,126,47,-980
11140,70,49,-970,-36,27,-969,126,38,-990
11156,50,58,-980,-27,46,-969,126,47,-970
11171,50,39,-970,-27,27,-979,126,47,-970
11187,50,39,-960,-27,46,-1000,135,38,-970
11203,70,39,-960,-18,27,-969,126,47,-961
11218,70,39,-970,-18,37,-979,126,47,-961
11234,70,29,-980,-27,27,-989,116,47,-980
11250,80,29,-960,-18,27,-979,126,47,-990
11265,70,58,-980,-36,27,-979,116,57,-980
11281,60,39,-970,-27,37,-989,126,38,-961
11296,50,39,-950,-18,37,-969,135,57,-970
11312,60,49,-970,-18,37,-979,126,47,-980
11328,80,29,-960,-27,27,-979,126,47,-970
11343,70,39,-980,-27,37,-989,126,47,-980
11359,70,29,-970,-27,37,-989,126,57,-980
11375,70,39,-980,-27,18,-989,126,47,-970
11390,70,39,-960,-27,37,-1010,135,47,-990
11406,60,58,-970,-36,37,-969,106,38,-970
11421,70,39,-960,-18,46,-989,135,38,-990
11437,60,39,-960,-27,37,-979,135,47,-970
11453,80,39,-960,-27,27,-979,126,38,-970
11468,60,49,-960,-18,18,-989,126,47,-961
11484,60,29,-980,-18,27,-1010,126,47,-961
11500,80,19,-970,-18,27,-969,126,47,-970
11515,70,39,-970,-18,37,-979,126,47,-970
11531,60,19,-970,-18,27,-969,116,57,-970
11546,60,49,-980,-27,37,-989,126,38,-970
11562,70,49,-970,-18,27,-969,135,47,-990
11578,60,39,-980,-27,27,-989,126,47,-951
11593,80,29,-970,-27,27,-989,116,47,-980
11609,70,39,-980,-27,18,-1000,145,38,-951
11625,60,49,-980,-18,37,-969,116,47,-970
11640,60,39,-960,-18,37,-979,116,38,-970
11656,60,29,-970,-27,27,-979,116,38,-961
11671,60,29,-980,-27,37,-989,116,38,-961
11687,50,39,-970,-18,37,-989,135,47,-990
11703,70,39,-980,-27,27,-979,126,38,-990
11718,60,29,-950,-18,27,-979,145,28,-970
11734,60,29,-960,-36,37,-969,116,47,-961
11750,70,49,-980,-27,18,-979,135,47,-990
11765,70,49,-960,-18,27,-959,116,38,-961
11781,50,39,-990,-18,27,-969,126,47,-970
11796,50,29,-970,-27,37,-989,116,57,-970
11812,70,49,-970,-27,37,-979,126,47,-980
11828,70,49,-970,-18,37,-989,106,47,-970
11843,80,39,-960,-27,27,-989,116,47,-990
11859,50,39,-970,-27,27,-989,126,47,-970
11875,80,29,-980,-27,27,-989,106,47,-961
11890,70,29,-990,-18,37,-989,126,47,-951
11906,70,29,-980,-18,27,-989,116,38,-970
11921,40,49,-960,-18,27,-979,135,57,-970
11937,60,29,-970,-27,37,-989,116,57,-970
11953,70,49,-980,-27,46,-979,126,57,-970
11968,60,29,-950,-27,27,-989,126,38,-961
11984,60,39,-980,-27,37,-1000,126,57,-970
12000,60,49,-950,-18,37,-989,135,38,-961
12015,60,39,-970,-27,27,-1000,116,47,-980
12031,70,29,-960,-27,37,-979,116,47,-961
12046,60,39,-980,-18,27,-989,126,47,-951
12062,60,58,-990,-18,37,-979,126,38,-961
12078,50,39,-960,-27,27,-969,116,47,-961
12093,70,49,-960,-36,37,-969,135,38,-970
12109,50,29,-960,-36,37,-979,116,38,-990
12125,60,49,-950,-27,37,-1000,135,38,-961
12140,60,49,-970,-36,27,-979,126,57,-961
12156,70,29,-980,-27,27,-969,116,38,-951
12171,70,39,-980,-27,27,-979,126,57,-980
12187,70,39,-970,-27,37,-989,126,47,-990
12203,60,39,-960,-27,27,-969,126,38,-961
12218,70,49,-980,-27,18,-969,116,47,-980
12234,70,29,-970,-9,37,-989,116,47,-1000
12250,80,39,-980,-27,37,-969,126,57,-970
12265,50,39,-980,-27,37,-969,116,47,-961
12281,60,29,-980,-27,37,-979,126,47,-990
12296,60,39,-970,-27,37,-979,116,38,-951
12312,50,29,-980,-18,37,-989,116,38,-951
12328,60,39,-980,-27,27,-979,116,38,-990
12343,60,39,-950,-27,37,-979,135,47,-980
12359,40,39,-970,-27,27,-1000,126,38,-980
12375,70,19,-950,-36,27,-989,126,38,-980
12390,60,39,-970,-27,37,-989,126,47,-970
12406,70,29,-980,-18,27,-969,126,57,-970
12421,70,49,-960,-18,27,-969,97,47,-970
12437,60,49,-980,-18,37,-979,126,57,-970
12453,50,29,-970,-27,46,-989,126,38,-970
12468,70,29,-980,-18,27,-979,116,47,-961
12484,70,29,-990,-27,27,-989,126,28,-970
12500,70,39,-960,-18,27,-959,106,38,-1000
12515,70,39,-970,-27,37,-1000,106,38,-1000
12531,60,49,-970,-18,27,-1000,116,38,-990
12546,60,49,-970,-18,27,-1000,116,38,-990
12562,70,58,-980,-27,37,-979,126,38,-951
12578,60,39,-960,-36,37,-979,126,47,-980
12593,60,29,-970,-18,27,-989,126,47,-980
12609,60,29,-950,-27,37,-979,126,38,-970
12625,40,49,-960,-27,37,-959,116,47,-961
12640,60,49,-980,-18,37,-969,126,38,-980
12656,50,39,-970,-27,37,-989,116,38,-990
12671,70,29,-970,-27,37,-989,116,38,-961
12687,80,39,-980,-18,27,-979,126,47,-980
12703,60,39,-950,-27,27,-989,126,47,-961
12718,80,49,-970,-18,37,-969,135,28,-980
12734,70,29,-970,-27,27,-989,116,47,-970
12750,50,39,-970,-27,27,-979,116,38,-970
12765,70,49,-980,-27,27,-979,135,47,-961
12781,60,39,-970,-27,37,-959,126,47,-980
12796,70,39,-970,-27,27,-989,126,47,-980
12812,50,49,-970,-18,37,-969,126,38,-1000
12828,60,58,-970,-18,37,-979,116,38,-980
12843,70,49,-960,-9,18,-979,126,28,-980
12859,50,49,-960,-36,27,-1000,126,47,-990
12875,80,49,-960,-27,37,-959,126,47,-980
12890,70,29,-970,-27,27,-979,116,47,-951
12906,60,29,-970,-27,37,-979,135,38,-980
12921,70,49,-980,-18,27,-989,126,28,-980
12937,60,29,-970,-18,27,-969,126,38,-961
12953,50,49,-980,-27,27,-969,106,38,-970
12968,60,58,-960,-27,27,-1010,135,38,-970
12984,60,49,-950,-18,18,-1000,106,47,-1000
13000,50,49,-950,-18,37,-1000,126,38,-980
13015,70,39,-970,-27,27,-1000,126,38,-961
13031,60,58,-960,-36,37,-989,135,38,-980
13046,70,49,-990,-27,37,-979,116,57,-980
13062,70,39,-980,-27,37,-979,126,57,-970
13078,80,19,-980,-18,37,-1020,126,57,-970
13093,70,39,-970,-9,18,-979,126,38,-980
13109,70,39,-950,-36,37,-989,135,38,-980
13125,50,49,-970,-36,27,-979,126,47,-961
13140,60,39,-970,-27,46,-979,135,57,-951
13156,70,39,-980,-18,37,-979,126,47,-980
13171,70,49,-980,-27,27,-979,126,47,-1000
13187,60,49,-960,-18,37,-989,126,47,-961
13203,60,39,-980,-27,46,-989,135,38,-970
13218,80,49,-970,-18,18,-969,126,47,-980
13234,60,29,-970,-18,37,-1010,126,57,-980
13250,60,49,-970,-36,37,-979,126,47,-961
13265,50,49,-970,-27,27,-959,126,47,-980
13281,80,49,-970,-18,27,-979,126,47,-941
13296,80,49,-970,-18,27,-1000,126,47,-970
13312,60,49,-980,-27,37,-979,135,47,-980
13328,60,39,-970,-27,37,-989,116,57,-970
13343,70,49,-980,-36,27,-969,126,38,-970
13359,60,49,-970,-27,27,-1010,126,47,-970
13375,60,49,-970,-36,37,-979,126,47,-970
13390,50,39,-950,-27,37,-969,126,47,-990
13406,70,29,-960,-36,37,-979,126,38,-980
13421,70,29,-960,-27,37,-969,116,47,-1000
13437,90,58,-960,-27,46,-979,116,47,-1000
13453,60,39,-970,-18,37,-969,126,47,-990
13468,60,29,-970,-18,46,-1010,116,47,-970
13484,80,19,-960,-27,37,-989,126,47,-961
13500,60,39,-960,-18,27,-979,126,38,-980
13515,60,49,-950,-27,27,-969,126,38,-980
13531,70,49,-970,-27,37,-979,126,38,-980
13546,70,39,-950,-18,37,-1000,126,47,-970
13562,60,49,-970,-9,18,-979,126,38,-980
13578,40,49,-970,-27,27,-979,116,47,-961
13593,70,39,-970,-27,37,-969,126,57,-961
13609,70,49,-970,-18,27,-1010,126,38,-961
13625,70,29,-980,-45,27,-979,126,47,-980
13640,40,49,-980,-9,37,-979,126,47,-980
13656,70,49,-970,-27,37,-979,126,57,-970
13671,80,39,-980,-27,27,-979,135,28,-970
13687,60,49,-970,-27,37,-989,106,47,-970
13703,70,29,-990,-18,27,-969,126,38,-970
13718,60,58,-970,-27,37,-959,116,38,-970
13734,70,29,-970,-27,37,-959,116,66,-970
13750,60,39,-950,-18,18,-969,116,57,-990
13765,60,49,-980,-18,46,-969,126,47,-980
13781,60,49,-960,-27,37,-979,126,38,-961
13796,60,58,-940,-18,37,-959,135,38,-970
13812,60,39,-980,-27,18,-979,126,57,-961
13828,40,39,-960,-27,46,-989,126,38,-970
13843,40,39,-960,-27,37,-979,126,38,-941
13859,40,39,-980,-27,37,-1000,126,38,-951
13875,40,39,-980,-18,18,-979,126,38,-990
13890,50,39,-980,-36,37,-979,126,38,-1000
13906,60,29,-970,-18,27,-979,126,57,-951
13921,80,19,-970,-27,37,-1010,106,47,-961
13937,50,49,-950,-27,27,-979,145,38,-951
13953,50,19,-980,-27,27,-979,116,47,-961
13968,70,29,-990,-18,27,-989,126,66,-951
13984,70,29,-980,-27,37,-979,126,38,-941
14000,70,39,-950,-18,37,-1010,126,47,-980
14015,60,39,-960,-27,37,-989,126,57,-970
14031,20,68,-960,-27,27,-969,126,57,-980
14046,-60,-39,-970,-27,46,-979,126,38,-980
14062,-70,58,-1029,-27,27,-979,126,47,-980
14078,90,9,-950,-18,18,-989,106,47,-980
14093,202,98,-980,-36,37,-969,126,57,-970
14109,40,9,-950,-18,37,-1000,116,38,-970
14125,30,49,-970,-27,27,-989,126,47,-951
14140,121,58,-950,-18,37,-969,135,47,-970
14156,60,58,-980,-36,27,-1000,126,47,-961
14171,0,68,-871,-27,46,-1000,135,38,-961
14187,70,-127,-1178,-18,27,-949,116,38,-980
14203,121,49,-990,-27,37,-969,116,47,-961
14218,90,9,-980,-18,37,-959,116,38,-980
14234,90,39,-970,-27,37,-979,126,47,-980
14250,70,49,-980,-18,18,-1000,126,47,-961
14265,80,39,-930,-18,27,-989,116,38,-961
14281,111,78,-990,-18,37,-979,116,47,-970
14296,-20,49,-990,-27,37,-989,116,47,-980
14312,90,88,-1009,-18,27,-979,116,47,-961
14328,101,9,-960,-27,37,-1000,135,38,-980
14343,60,39,-960,-36,37,-979,126,47,-970
14359,191,-58,-1108,-18,37,-979,126,38,-990
14375,-70,68,-910,-18,18,-959,116,47,-970
14390,0,0,-950,-9,37,-979,116,38,-980
14406,40,58,-970,-27,37,-989,116,38,-980
14421,30,117,-821,-9,27,-979,126,47,-970
14437,111,58,-1069,-27,37,-979,126,47,-970
14453,20,39,-980,-18,27,-1000,126,47,-970
14468,131,9,-940,-36,27,-1010,126,47,-961
14484,101,39,-980,-18,37,-989,126,47,-951
14500,70,19,-990,-18,27,-1000,126,38,-970
14515,-60,39,-1019,-18,27,-979,126,38,-951
14531,-50,186,-1138,-36,27,-969,126,38,-961
14546,484,19,-1108,-18,27,-959,126,47,-980
14562,30,58,-900,-18,37,-979,135,47,-961
14578,222,58,-990,-18,27,-979,116,38,-980
14593,212,29,-1079,-9,37,-969,126,47,-980
14609,30,-49,-1099,-9,37,-969,126,57,-961
14625,151,-49,-1019,-27,37,-989,126,47,-980
14640,151,-88,-930,-27,27,-979,126,38,-980
14656,393,-49,-1138,-18,27,-969,116,47,-961
14671,222,-39,-980,-18,37,-959,135,47,-951
14687,80,29,-1000,-27,27,-989,116,38,-961
14703,202,-19,-1029,-36,37,-989,126,38,-980
14718,151,-39,-1019,-9,27,-989,135,38,-970
14734,161,-98,-930,-36,37,-989,126,47,-961
14750,171,-49,-1000,-18,37,-1000,126,47,-961
14765,212,-78,-1158,-27,27,-989,126,38,-951
14781,60,-39,-1069,-27,18,-979,135,47,-990
14796,131,-29,-1019,-18,27,-969,126,47,-970
14812,272,-88,-841,-18,37,-989,126,47,-951
14828,232,0,-811,-27,37,-979,116,38,-970
14843,101,-58,-930,-27,27,-969,126,47,-970
14859,10,-107,-1039,-18,27,-989,126,47,-980
14875,171,-29,-1148,-18,37,-1000,135,38,-961
14890,161,68,-1079,-27,37,-969,126,47,-980
14906,131,58,-970,-27,37,-979,116,38,-980
14921,242,-58,-861,-27,27,-979,126,47,-1000
14937,141,-58,-930,-27,27,-979,116,57,-961
14953,50,-137,-1019,-27,37,-969,116,57,-970
14968,-50,-78,-970,-27,37,-979,126,38,-990
14984,-20,49,-960,-18,37,-979,116,57,-980
15000,0,107,-1029,-18,37,-989,116,38,-990
15015,50,-29,-1069,-18,27,-1000,116,38,-990
15031,90,29,-930,-18,27,-1000,116,38,-951
15046,202,-58,-881,-18,37,-979,116,38,-951
15062,-50,-137,-1000,-18,37,-989,126,47,-961
15078,-131,-107,-970,-27,27,-979,126,47,-961
15093,-40,39,-742,-18,27,-979,126,47,-980
15109,-20,68,-702,-27,27,-979,135,47,-970
15125,30,68,-891,-9,27,-989,126,47,-980
15140,-141,-78,-1009,-36,27,-959,126,47,-980
15156,-60,-107,-990,-27,27,-979,106,57,-990
15171,-20,-78,-900,-18,27,-989,126,38,-970
15187,-181,-78,-871,-27,27,-989,126,47,-970
15203,-101,-58,-891,-18,37,-969,116,38,-990
15218,-101,29,-900,-27,27,-989,116,38,-990
15234,-131,0,-851,-27,27,-989,126,47,-970
15250,-161,-68,-881,-27,27,-989,126,38,-961
15265,-232,-29,-960,-27,37,-989,126,57,-980
15281,-292,-29,-1000,-18,27,-989,126,38,-961
15296,-181,9,-920,-27,27,-979,116,47,-970
15312,-222,0,-831,-27,27,-969,126,47,-990
15328,-202,9,-752,-18,27,-979,116,38,-961
15343,-151,19,-732,-27,37,-989,116,47,-980
15359,-313,0,-871,-27,37,-989,126,38,-970
15375,-292,-78,-970,-18,27,-989,135,47,-980
15390,-232,0,-910,-18,18,-969,126,38,-980
15406,-232,0,-910,-18,37,-979,126,47,-980
15421,-111,0,-762,-18,37,-1000,106,47,-951
15437,-111,0,-762,-27,27,-969,126,38,-961
15453,-333,0,-940,-27,37,-1000,126,47,-961
15468,-292,-58,-970,-36,37,-989,126,47,-970
15484,-111,98,-900,-27,27,-969,116,57,-1000
15500,-171,39,-920,-36,37,-979,135,66,-970
15515,-171,39,-920,-18,46,-979,126,47,-990
15531,-111,0,-1029,-18,18,-969,126,47,-970
15546,-161,-29,-930,-36,37,-1000,116,28,-961
15562,-202,-19,-841,-36,37,-979,116,38,-980
15578,-202,-19,-841,-27,18,-979,126,57,-941
15593,-191,19,-1019,-27,37,-969,135,38,-961
15609,-262,98,-1019,-27,37,-969,116,57,-980
15625,-141,-19,-980,-18,46,-989,135,47,-970
15640,-121,39,-900,-18,37,-979,126,38,-961
15656,-232,107,-831,-36,37,-989,126,47,-980
15671,-121,78,-970,-27,27,-1000,106,66,-941
15687,-60,-19,-1069,-18,27,-959,126,47,-970
15703,-121,-29,-1069,-18,37,-1000,126,38,-961
15718,-101,9,-1049,-27,37,-989,126,38,-990
15734,-80,68,-1000,-18,37,-1000,126,47,-970
15750,-252,137,-891,-36,37,-979,126,47,-980
15765,-90,9,-1099,-18,37,-969,116,38,-951
15781,-90,9,-1099,-27,27,-989,126,28,-970
15796,-111,-19,-1158,-18,37,-979,126,47,-980
15812,-60,39,-1158,-18,37,-989,126,38,-970
15828,-30,127,-1029,-18,27,-989,145,28,-961
15843,-20,176,-851,-18,37,-979,126,57,-980
15859,-80,49,-891,-18,27,-959,126,47,-961
15875,-111,-58,-1049,-18,27,-989,116,47,-980
15890,-111,49,-1029,-27,18,-1010,116,47,-980
15906,-70,19,-1009,-27,37,-979,135,38,-941
15921,-90,49,-1009,-18,18,-969,135,38,-961
15937,-121,-9,-1069,-18,37,-979,135,47,-941
15953,-60,9,-871,-18,37,-979,126,57,-1000
15968,0,-29,-673,-18,27,-969,126,47,-980
15984,-60,0,-633,-9,18,-979,126,47,-980
16000,-131,127,-712,-18,27,-969,116,47,-970
16015,-80,186,-881,-18,37,-979,135,28,-970
16031,-111,382,-970,-27,27,-1000,116,47,-970
16046,-80,549,-1178,-18,27,-989,116,47,-961
16062,90,607,-1465,-18,37,-1000,126,47,-980
16078,101,382,-1089,-18,37,-1000,135,47,-980
16093,50,372,-960,-27,27,-979,116,47,-961
16109,50,382,-1138,-27,37,-989,126,47,-970
16125,121,490,-881,-27,27,-989,116,47,-970
16140,111,205,-841,-27,27,-989,126,38,-970
16156,121,245,-821,-18,46,-1000,116,47,-951
16171,131,254,-930,-27,27,-969,126,38,-961
16187,131,254,-930,-36,37,-979,126,57,-961
16203,50,264,-1019,-36,37,-979,126,47,-990
16218,80,235,-1178,-27,27,-969,135,38,-970
16234,-60,343,-980,-27,27,-969,116,38,-951
16250,60,352,-821,-27,27,-959,116,38,-951
16265,70,225,-673,-27,37,-989,126,57,-980
16281,232,127,-1198,-27,27,-979,126,57,-980
16296,181,117,-1168,-36,37,-979,135,47,-980
16312,131,254,-930,-36,37,-979,135,47,-980
16328,101,137,-801,-9,37,-969,126,47,-1000
16343,101,137,-801,-36,27,-989,126,47,-990
16359,30,107,-841,-18,37,-989,126,47,-961
16375,181,29,-990,-36,37,-1000,126,38,-980
16390,181,29,-990,-27,27,-989,116,57,-980
16406,151,205,-871,-27,27,-959,126,47,-980
16421,151,205,-871,-9,37,-969,126,47,-961
16437,121,88,-910,-27,37,-979,126,66,-990
16453,80,107,-891,-18,27,-989,126,47,-980
16468,40,147,-1039,-18,37,-989,126,38,-990
16484,40,147,-1039,-27,37,-979,135,47,-990
16500,171,166,-1178,-27,27,-969,116,38,-941
16515,272,166,-1049,-18,27,-969,135,47,-980
16531,111,98,-851,-27,37,-989,126,47,-961
16546,90,78,-831,-27,37,-979,116,57,-951
16562,20,107,-881,-27,46,-979,106,47,-970
16578,70,127,-871,-18,37,-969,126,38,-1000
16593,60,127,-900,-9,27,-989,126,38,-1000
16609,90,205,-950,-18,37,-1000,135,38,-961
16625,111,196,-1039,-27,27,-969,116,47,-970
16640,111,196,-960,-18,37,-1000,106,47,-951
16656,181,166,-970,-27,27,-989,126,47,-951
16671,30,245,-910,-18,46,-979,135,38,-970
16687,40,225,-990,-27,37,-979,106,47,-970
16703,40,225,-990,-18,27,-1010,116,38,-980
16718,121,186,-1029,-27,37,-979,126,38,-961
16734,121,323,-980,-18,37,-1000,116,47,-961
16750,-60,303,-960,-36,46,-1010,126,38,-951
16765,-60,303,-960,-27,37,-979,135,47,-970
16781,-101,323,-940,-27,27,-969,126,47,-990
16796,-60,274,-1089,-18,27,-969,126,57,-980
16812,-50,235,-1019,-27,37,-969,126,38,-990
16828,40,274,-831,-27,27,-969,135,38,-961
16843,101,205,-871,-27,46,-989,126,47,-961
16859,20,245,-990,-18,37,-969,126,28,-961
16875,-80,254,-960,-27,27,-989,126,38,-941
16890,-30,225,-841,-18,27,-1000,126,28,-1000
16906,-181,274,-851,-27,37,-969,135,47,-951
16921,-10,176,-980,-27,27,-989,135,57,-961
16937,-10,176,-980,-27,27,-979,126,47,-980
16953,-20,88,-891,-27,27,-979,116,38,-961
16968,-101,215,-811,-27,27,-989,126,57,-990
16984,-101,215,-811,-18,27,-979,126,38,-961
17000,-30,166,-1039,-27,37,-989,126,47,-970
17015,60,78,-1099,-36,27,-969,126,38,-961
17031,-40,29,-861,-27,37,-989,116,47,-961
17046,30,-58,-871,-27,37,-969,126,38,-961
17062,121,-98,-990,-18,27,-969,135,47,-980
17078,121,-98,-990,-27,37,-969,116,47,-990
17093,-20,19,-970,-27,37,-979,126,47,-951
17109,-20,19,-970,-27,37,-969,135,38,-980
17125,-70,68,-920,-18,27,-989,126,47,-980
17140,70,-107,-1019,-27,37,-969,135,38,-961
