Patient 4,,,,,,,,,
Time ,Ankle,,,Thigh,,,Trunk,,
9437,60,19,-950,754,490,303,97,38,-980
9453,50,19,-980,763,481,292,106,28,-961
9468,50,0,-940,745,481,292,116,19,-970
9484,60,29,-950,754,481,323,106,47,-980
9500,40,0,-970,772,481,303,116,38,-961
9515,60,29,-970,763,500,292,87,38,-970
9531,50,19,-950,763,481,292,97,47,-990
9546,50,19,-960,754,472,282,106,28,-980
9562,40,29,-960,754,481,292,106,47,-951
9578,60,19,-970,763,472,292,77,47,-980
9593,50,19,-950,754,490,303,97,38,-970
9609,60,9,-960,754,481,313,87,47,-961
9625,50,39,-970,763,481,303,106,28,-980
9640,40,19,-940,763,481,303,97,47,-980
9656,40,19,-940,763,462,303,106,38,-980
9671,60,19,-970,745,481,313,97,38,-961
9687,50,9,-960,772,481,323,106,38,-961
9703,60,29,-950,763,481,303,97,28,-970
9718,50,29,-960,763,481,313,87,28,-951
9734,60,19,-960,763,481,313,97,47,-1000
9750,50,19,-970,754,481,313,116,38,-980
9765,40,19,-960,754,481,313,106,28,-980
9781,60,19,-970,772,462,303,97,47,-970
9796,50,29,-960,763,481,303,106,38,-961
9812,50,29,-970,763,490,282,87,47,-990
9828,50,29,-960,772,472,292,97,38,-980
9843,40,29,-960,763,481,313,106,28,-970
9859,60,29,-950,772,481,292,97,38,-980
9875,50,0,-940,763,481,313,97,38,-961
9890,40,19,-960,763,481,292,106,28,-980
9906,70,29,-960,763,490,292,97,38,-970
9921,40,19,-940,754,481,303,97,47,-961
9937,60,29,-960,754,481,303,97,28,-970
9953,50,19,-960,745,490,282,116,28,-961
9968,50,29,-960,763,462,313,97,38,-970
9984,60,39,-970,754,472,313,106,38,-980
10000,40,9,-970,763,481,303,106,38,-980
10015,60,39,-970,754,481,292,106,38,-961
10031,60,29,-950,772,472,303,97,38,-951
10046,40,29,-950,772,462,333,97,28,-980
10062,50,29,-960,763,481,303,97,38,-961
10078,50,0,-950,763,481,313,97,38,-980
10093,60,39,-990,754,490,303,106,38,-980
10109,50,9,-980,745,490,313,106,28,-970
10125,60,19,-950,754,490,303,106,28,-970
10140,50,19,-980,763,500,282,97,47,-961
10156,40,19,-960,754,481,303,106,28,-970
10171,70,9,-970,754,490,303,87,19,-990
10187,40,9,-950,763,481,303,97,47,-990
10203,50,19,-960,745,500,303,97,28,-970
10218,50,29,-970,763,490,292,97,38,-961
10234,40,29,-950,772,481,303,97,38,-961
10250,50,19,-970,763,472,303,97,38,-961
10265,50,9,-950,763,481,303,116,19,-990
10281,50,39,-940,754,500,282,87,28,-980
10296,60,29,-930,754,481,292,106,28,-980
10312,40,19,-960,754,481,303,87,28,-961
10328,50,29,-940,754,490,303,87,38,-961
10343,50,29,-960,763,481,282,106,38,-970
10359,50,29,-950,763,490,292,97,57,-961
10375,60,29,-960,763,481,303,106,38,-980
10390,50,9,-960,772,490,303,106,38,-970
10406,70,19,-960,754,481,292,87,47,-990
10421,50,9,-950,754,481,313,77,38,-980
10437,40,9,-950,754,481,313,106,38,-990
10453,60,29,-970,754,481,303,106,28,-970
10468,50,9,-950,754,490,292,106,28,-970
10484,60,19,-960,754,481,303,106,38,-1000
10500,50,29,-970,763,481,292,87,38,-961
10515,40,29,-960,754,490,272,97,38,-970
10531,60,39,-960,754,490,303,97,38,-980
10546,60,9,-960,763,490,292,97,28,-961
10562,60,19,-970,763,481,313,97,38,-980
10578,40,9,-950,754,481,303,97,38,-980
10593,40,39,-970,781,472,303,106,38,-980
10609,60,29,-970,772,490,292,97,47,-970
10625,50,19,-950,763,481,303,97,38,-990
10640,50,19,-990,763,472,303,87,38,-980
10656,50,29,-960,772,490,292,97,47,-951
10671,50,49,-970,763,472,313,97,38,-980
10687,50,49,-960,754,490,303,106,28,-970
10703,50,9,-960,763,481,313,87,38,-970
10718,50,9,-960,763,490,313,116,38,-980
10734,50,29,-950,763,481,292,106,38,-961
10750,50,29,-950,754,481,323,97,38,-961
10765,50,19,-980,763,481,282,97,47,-970
10781,70,19,-960,763,472,313,97,28,-961
10796,50,29,-960,754,481,292,106,38,-1000
10812,50,29,-970,763,481,303,106,28,-970
10828,40,19,-960,763,490,282,97,47,-961
10843,50,9,-970,763,472,282,106,28,-970
10859,40,9,-960,763,481,292,106,38,-961
10875,50,19,-960,763,481,292,106,28,-970
10890,50,29,-960,763,462,292,106,28,-980
10906,40,19,-970,754,500,282,87,57,-990
10921,50,29,-980,763,490,303,97,47,-951
10937,40,19,-960,763,490,303,106,28,-990
10953,60,19,-960,763,490,292,97,57,-980
10968,80,0,-970,763,472,313,87,28,-980
10984,50,9,-950,763,481,313,97,38,-990
11000,70,9,-950,772,481,292,97,38,-970
11015,60,29,-960,754,481,303,97,38,-990
11031,50,19,-970,754,490,292,116,47,-951
11046,60,29,-950,763,490,313,97,38,-970
11062,50,19,-970,754,490,292,87,47,-1000
11078,50,19,-940,763,490,282,106,38,-970
11093,50,29,-950,772,481,313,97,38,-980
11109,50,29,-970,763,481,292,106,28,-980
11125,60,29,-940,763,472,323,106,38,-970
11140,60,9,-950,754,490,313,116,28,-990
11156,60,29,-970,754,481,313,97,47,-970
11171,40,19,-960,763,481,292,97,38,-970
11187,40,19,-960,772,472,292,97,38,-1000
11203,60,19,-970,745,481,292,106,38,-970
11218,40,19,-940,745,490,292,97,38,-1009
11234,60,29,-950,763,481,292,97,38,-970
11250,40,9,-960,763,481,303,97,28,-951
11265,50,39,-980,763,481,313,97,47,-970
11281,50,9,-960,772,490,323,116,28,-980
11296,40,29,-950,763,481,303,87,38,-970
11312,60,29,-960,763,500,303,97,38,-990
11328,50,29,-950,754,490,292,106,38,-970
11343,30,58,-910,754,490,282,106,38,-990
11359,40,29,-900,763,481,313,97,38,-990
11375,60,9,-990,754,490,323,106,38,-970
11390,40,58,-980,763,481,303,97,47,-980
11406,30,9,-940,754,472,292,87,38,-980
11421,70,19,-970,754,481,313,106,28,-980
11437,40,39,-970,754,490,313,97,38,-970
11453,40,9,-940,763,481,303,97,38,-961
11468,80,19,-960,772,472,292,97,38,-970
11484,40,29,-960,754,490,303,106,38,-980
11500,40,19,-950,763,481,292,106,38,-951
11515,50,19,-970,745,481,313,97,38,-961
11531,40,19,-960,763,481,292,87,28,-990
11546,70,29,-970,754,481,313,97,38,-951
11562,60,9,-940,763,490,303,106,47,-990
11578,40,19,-940,754,481,313,97,38,-970
11593,60,29,-970,754,490,313,97,38,-970
11609,50,9,-940,745,490,303,87,28,-961
11625,50,39,-970,754,481,303,87,38,-1009
11640,50,19,-950,763,472,303,97,38,-961
11656,50,19,-960,754,490,303,87,38,-980
11671,40,9,-970,754,490,303,97,47,-980
11687,30,29,-950,754,481,303,106,47,-980
11703,40,19,-940,763,481,313,87,38,-990
11718,60,9,-970,745,472,313,106,28,-961
11734,50,19,-940,754,490,303,106,28,-951
11750,40,19,-960,763,490,282,106,38,-970
11765,50,29,-950,763,490,303,97,38,-961
11781,60,39,-960,754,490,303,87,28,-980
11796,60,19,-960,754,490,313,97,57,-970
11812,50,19,-960,763,481,303,97,47,-980
11828,50,19,-960,781,472,313,106,38,-990
11843,60,19,-960,763,490,292,97,38,-1009
11859,50,29,-950,772,472,313,87,38,-970
11875,40,9,-960,754,490,303,106,38,-980
11890,60,29,-960,772,472,333,106,38,-970
11906,50,29,-970,763,490,292,97,38,-980
11921,40,19,-950,763,481,323,97,38,-990
11937,50,19,-960,754,490,313,106,28,-980
11953,60,29,-970,754,481,292,77,38,-970
11968,60,29,-970,763,472,313,97,38,-980
11984,40,39,-960,736,490,313,97,38,-970
12000,60,29,-960,763,490,313,87,38,-980
12015,50,39,-970,763,481,303,106,38,-970
12031,50,29,-960,763,481,303,106,28,-961
12046,50,19,-960,763,481,292,97,28,-980
12062,40,19,-980,763,481,282,97,38,-961
12078,60,9,-960,772,472,313,106,28,-970
12093,40,29,-950,772,472,303,97,47,-961
12109,40,29,-950,763,481,313,87,38,-970
12125,60,39,-960,754,481,303,106,28,-970
12140,40,29,-970,763,472,292,87,47,-970
12156,70,29,-970,763,472,292,97,28,-980
12171,70,29,-970,745,481,323,106,38,-970
12187,40,19,-950,763,490,292,106,38,-990
12203,50,39,-970,772,500,313,97,38,-961
12218,40,29,-960,763,481,323,106,38,-1000
12234,50,19,-970,763,481,313,106,38,-970
12250,60,29,-960,763,481,313,106,19,-980
12265,50,29,-960,745,481,303,106,47,-990
12281,60,19,-970,754,481,282,106,28,-990
12296,60,19,-970,772,472,303,97,38,-980
12312,60,39,-970,772,472,303,97,28,-980
12328,50,19,-950,763,472,292,106,28,-961
12343,50,19,-950,763,490,292,97,38,-961
12359,40,19,-970,790,462,313,97,38,-961
12375,50,9,-940,763,481,313,97,28,-961
12390,70,9,-980,763,481,313,97,28,-961
12406,70,9,-980,754,481,292,97,38,-980
12421,50,19,-960,763,481,313,97,38,-990
12437,50,19,-950,772,472,323,97,38,-980
12453,50,19,-950,754,500,282,97,38,-980
12468,50,29,-970,754,472,313,97,38,-961
12484,50,29,-970,754,490,282,106,38,-980
12500,30,19,-960,736,481,323,97,38,-961
12515,50,19,-960,763,472,313,87,47,-970
12531,50,29,-970,754,490,282,97,38,-970
12546,50,29,-970,772,462,313,116,28,-970
12562,60,29,-980,763,481,272,106,38,-970
12578,60,29,-960,763,481,303,77,47,-1000
12593,60,29,-960,754,481,303,87,38,-980
12609,50,39,-970,754,481,333,106,38,-970
12625,50,29,-960,763,472,292,97,38,-1000
12640,50,29,-960,763,481,313,97,28,-970
12656,50,29,-960,772,462,323,87,47,-961
12671,50,29,-970,754,490,303,87,38,-990
12687,50,19,-960,763,472,323,97,28,-980
12703,40,19,-960,754,472,303,97,38,-990
12718,50,29,-960,763,481,313,77,38,-990
12734,40,29,-950,772,472,292,106,38,-970
12750,40,39,-970,763,490,313,87,47,-961
12765,60,19,-970,745,481,333,106,47,-980
12781,40,19,-960,763,481,303,106,28,-990
12796,50,39,-960,772,472,323,97,47,-980
12812,50,9,-960,754,472,313,97,28,-980
12828,40,19,-970,754,472,313,106,28,-990
12843,60,29,-960,763,481,313,97,38,-961
12859,50,9,-950,763,481,303,97,38,-990
12875,50,19,-960,754,481,313,97,38,-961
12890,50,9,-950,772,472,292,87,28,-990
12906,50,29,-960,763,481,303,97,38,-970
12921,40,29,-960,754,500,313,97,47,-980
12937,50,9,-950,781,472,323,97,47,-1000
12953,60,29,-960,772,490,303,97,38,-961
12968,50,29,-950,763,481,303,97,38,-990
12984,60,29,-970,763,481,303,97,28,-1000
13000,50,29,-970,754,490,292,97,38,-980
13015,50,29,-970,754,481,282,106,38,-980
13031,50,39,-950,754,481,303,106,28,-961
13046,50,9,-980,754,490,303,87,38,-970
13062,50,19,-970,772,481,313,106,38,-980
13078,40,29,-970,763,481,323,106,38,-990
13093,50,29,-960,772,490,282,87,38,-970
13109,70,9,-960,763,472,303,106,38,-980
13125,40,39,-980,754,481,282,106,28,-970
13140,50,19,-960,772,472,303,97,38,-980
13156,60,9,-960,754,481,292,97,47,-980
13171,40,9,-950,763,490,313,106,28,-951
13187,60,19,-970,763,472,292,97,38,-970
13203,30,29,-970,745,500,292,97,38,-980
13218,60,19,-950,736,490,313,97,38,-970
13234,60,29,-960,772,481,303,106,19,-970
13250,30,19,-960,772,490,292,106,47,-980
13265,60,19,-940,745,490,323,97,38,-961
13281,50,19,-950,763,481,292,106,38,-980
13296,40,29,-980,754,481,303,97,38,-970
13312,60,29,-970,754,472,303,87,47,-961
13328,50,9,-980,736,500,323,97,66,-990
13343,50,29,-950,763,490,282,97,66,-990
13359,30,19,-960,763,472,303,106,38,-990
13375,50,29,-950,781,462,313,106,38,-990
13390,40,39,-950,754,490,292,106,28,-970
13406,60,29,-970,763,481,313,87,38,-961
13421,50,29,-970,763,481,303,97,38,-990
13437,50,29,-970,745,490,282,97,47,-990
13453,50,9,-960,754,481,272,87,57,-961
13468,40,19,-970,754,481,303,97,28,-990
13484,60,29,-950,772,481,313,97,38,-980
13500,50,29,-940,763,481,303,97,38,-970
13515,50,29,-970,763,490,303,97,38,-1000
13531,70,19,-960,754,472,292,116,38,-961
13546,30,19,-980,754,500,303,106,19,-970
13562,40,29,-960,763,490,282,106,47,-980
13578,40,19,-960,772,472,303,106,38,-961
13593,50,9,-960,754,472,292,87,28,-970
13609,60,19,-980,763,500,282,116,38,-980
13625,40,19,-970,772,472,292,106,38,-970
13640,40,29,-950,772,472,303,97,38,-990
13656,60,19,-960,763,481,323,87,38,-990
13671,40,9,-950,754,500,303,97,38,-961
13687,50,19,-960,745,481,303,87,38,-990
13703,50,29,-960,763,490,292,97,38,-970
13718,40,19,-970,763,481,303,106,38,-990
13734,50,29,-950,754,481,292,87,28,-990
13750,40,9,-950,754,481,292,97,38,-961
13765,50,9,-950,763,500,282,97,47,-980
13781,40,29,-960,763,500,282,116,28,-980
13796,50,9,-960,763,490,313,87,38,-970
13812,50,19,-990,763,490,313,97,38,-951
13828,50,9,-950,772,481,292,106,28,-990
13843,60,9,-970,763,481,282,77,47,-970
13859,40,39,-970,763,472,313,97,47,-970
13875,50,39,-970,763,481,313,106,28,-980
13890,60,9,-950,781,462,313,87,38,-961
13906,50,29,-970,763,481,313,97,47,-1000
13921,60,29,-980,763,481,303,116,28,-1000
13937,40,29,-950,754,490,292,87,47,-970
13953,50,29,-970,763,500,282,97,38,-990
13968,50,29,-960,763,500,303,97,47,-980
13984,50,29,-960,763,490,323,97,38,-961
14000,40,29,-960,763,481,282,87,47,-980
14015,30,29,-960,772,472,272,97,38,-970
14031,30,29,-960,754,490,303,97,28,-980
14046,60,29,-940,754,490,292,97,38,-980
14062,40,29,-970,763,481,282,106,38,-961
14078,40,19,-950,745,481,303,97,38,-961
14093,70,19,-960,763,472,282,106,28,-970
14109,40,19,-950,772,472,282,97,38,-970
14125,60,29,-960,772,472,282,97,38,-970
14140,40,19,-960,772,500,272,97,28,-1000
14156,40,19,-960,772,500,272,106,47,-970
14171,50,19,-960,754,490,272,106,28,-970
14187,60,29,-970,763,481,313,97,47,-961
14203,60,29,-960,763,490,292,106,47,-980
14218,60,19,-960,754,481,303,97,28,-980
14234,60,19,-950,754,481,313,97,47,-951
14250,60,19,-950,763,490,282,97,57,-970
14265,50,19,-970,763,481,303,97,28,-970
14281,50,39,-960,754,472,313,97,38,-951
14296,60,19,-950,772,481,303,87,38,-980
14312,90,49,-1000,763,490,303,97,28,-970
14328,-40,0,-940,763,481,292,97,28,-961
14343,90,39,-990,772,481,292,87,38,-961
14359,90,29,-960,754,490,282,106,38,-990
14375,60,39,-990,763,481,282,87,38,-980
14390,70,29,-980,763,490,313,106,38,-990
14406,60,29,-960,763,490,282,106,28,-980
14421,60,19,-950,763,481,292,87,38,-970
14437,70,29,-970,763,481,303,97,38,-980
14453,60,19,-970,763,490,292,97,38,-980
14468,70,39,-980,763,481,313,116,9,-961
14484,70,29,-970,763,481,282,97,28,-990
14500,80,29,-980,754,481,292,97,38,-970
14515,10,19,-920,754,490,272,97,38,-970
14531,50,29,-960,763,472,323,77,38,-990
14546,60,19,-970,772,472,313,106,38,-970
14562,40,29,-960,754,490,282,97,38,-990
14578,70,19,-950,763,490,282,97,38,-990
14593,40,19,-960,763,481,272,97,47,-970
14609,50,39,-980,763,490,303,97,38,-980
14625,50,19,-960,763,490,313,87,38,-980
14640,60,29,-940,772,472,303,97,38,-980
14656,111,49,-970,772,481,282,87,38,-970
14671,10,19,-900,772,481,303,106,38,-990
14687,50,9,-960,754,500,303,87,38,-970
14703,20,19,-990,763,481,272,106,38,-970
14718,50,58,-910,763,481,292,106,38,-970
14734,-20,-39,-920,754,490,292,87,38,-970
14750,50,29,-1019,763,481,292,97,38,-980
14765,10,0,-1009,754,481,303,106,28,-980
14781,30,58,-1000,763,481,313,97,38,-961
14796,0,19,-960,754,500,303,97,28,-980
14812,40,19,-990,772,481,303,97,28,-980
14828,-20,29,-990,754,481,292,87,38,-970
14843,161,-19,-1019,745,490,303,87,47,-980
14859,242,-39,-1138,754,481,303,106,38,-970
14875,-191,49,-1178,763,481,303,97,47,-970
14890,-101,0,-1049,745,490,292,106,38,-1009
14906,-70,0,-1000,763,490,292,116,38,-970
14921,-141,0,-1009,772,481,313,97,38,-970
14937,101,98,-1009,754,481,313,97,47,-980
14953,70,156,-1019,754,490,282,106,38,-961
14968,0,-39,-1059,763,500,292,87,28,-970
14984,-70,19,-1009,754,490,292,97,38,-970
15000,202,39,-871,763,490,282,106,28,-970
15015,242,166,-1039,772,490,303,97,28,-970
15031,-10,88,-940,763,490,303,97,38,-980
15046,30,39,-900,754,481,303,97,47,-970
15062,-30,98,-920,763,500,292,97,57,-970
15078,50,78,-1000,745,481,282,97,38,-961
15093,-10,-39,-1029,754,490,313,87,47,-990
15109,70,78,-990,763,490,282,106,28,-980
15125,10,88,-891,772,481,292,97,38,-990
15140,121,49,-891,781,462,282,106,38,-970
15156,-20,58,-960,763,481,292,106,47,-1009
15171,20,-9,-930,772,490,303,87,47,-990
15187,111,88,-891,763,500,303,97,47,-980
15203,232,88,-910,754,490,313,106,28,-961
15218,40,39,-881,745,490,292,87,28,-980
15234,101,68,-851,754,490,282,106,38,-980
15250,101,19,-831,745,490,303,106,38,-990
15265,-20,-9,-900,754,490,303,87,28,-980
15281,60,0,-910,754,490,303,97,28,-990
15296,50,29,-891,745,490,313,106,57,-961
15312,90,58,-910,772,472,313,97,38,-980
15328,111,9,-881,763,490,303,87,38,-961
15343,30,-9,-910,754,490,313,97,57,-980
15359,50,0,-970,763,472,303,97,38,-980
15375,40,0,-920,763,490,272,106,38,-980
15390,30,29,-930,763,490,292,97,38,-961
15406,20,39,-940,763,490,292,97,38,-980
15421,101,19,-950,754,481,282,97,28,-970
15437,40,19,-940,754,490,313,97,57,-980
15453,20,-9,-920,763,490,292,97,28,-961
15468,40,29,-950,763,472,313,97,38,-980
15484,30,29,-1019,754,481,272,106,38,-980
15500,10,9,-1039,745,500,282,106,28,-961
15515,-10,29,-960,754,481,303,97,28,-990
15531,10,19,-950,754,509,292,106,47,-990
15546,-10,0,-970,754,481,292,97,28,-980
15562,20,29,-1000,763,490,272,97,28,-990
15578,30,39,-960,754,481,313,87,47,-961
15593,20,19,-950,754,481,292,106,28,-980
15609,0,29,-960,763,481,313,97,47,-961
15625,-30,0,-950,763,500,282,97,47,-961
15640,30,19,-990,763,490,282,106,38,-951
15656,-10,39,-990,763,481,303,87,28,-990
15671,-10,39,-970,736,490,272,106,28,-990
15687,-10,39,-970,763,481,303,106,38,-980
15703,-10,19,-960,754,500,292,106,38,-980
15718,20,0,-980,763,490,313,87,28,-990
15734,0,29,-990,754,481,303,106,38,-970
15750,-20,-19,-970,763,500,282,106,38,-970
15765,-20,-29,-990,736,490,313,97,38,-961
15781,20,9,-940,754,490,292,97,47,-970
15796,20,9,-940,763,481,313,106,38,-1000
15812,-10,19,-950,745,490,313,97,38,-970
15828,-40,9,-950,745,500,282,106,28,-1000
15843,0,19,-940,763,472,303,97,38,-970
15859,30,9,-950,736,500,313,77,38,-961
15875,-40,-19,-970,763,509,313,97,47,-990
15890,-40,9,-950,754,490,292,106,47,-970
15906,-50,-19,-980,754,490,292,87,38,-970
15921,0,19,-1009,754,500,282,97,47,-980
15937,10,-9,-980,763,490,292,106,47,-980
15953,-30,-9,-980,754,481,292,97,47,-970
15968,-30,29,-980,754,490,272,97,38,-961
15984,-30,0,-970,754,490,282,116,47,-970
16000,0,-19,-1000,763,481,292,106,28,-970
16015,-40,0,-990,754,481,272,97,47,-970
16031,-10,-9,-980,754,481,272,106,38,-980
16046,10,-29,-950,763,490,323,106,28,-1000
16062,0,19,-940,754,490,292,97,38,-980
16078,-50,-19,-980,772,472,292,87,47,-961
16093,-10,9,-980,754,490,272,106,28,-980
16109,-10,-9,-950,754,490,292,87,38,-990
16125,-20,-9,-960,754,490,292,87,47,-980
16140,10,-9,-900,763,490,313,106,28,-980
16156,-10,0,-950,754,490,292,97,47,-970
16171,-30,0,-980,745,481,303,97,38,-980
16187,-30,0,-940,772,472,303,106,28,-980
16203,-30,0,-940,754,472,323,87,47,-970
16218,-30,0,-940,754,481,333,106,38,-1000
16234,-20,0,-950,754,472,343,97,19,-980
16250,-50,-19,-940,754,481,323,87,38,-970
16265,-40,9,-950,763,490,323,97,47,-970
16281,-10,-29,-980,754,481,313,97,47,-980
16296,0,0,-990,754,500,292,97,47,-1000
16312,-50,-9,-940,736,481,303,97,28,-970
16328,-30,0,-980,763,490,282,106,38,-990
16343,-30,0,-980,754,481,292,87,38,-980
16359,-10,-9,-940,754,481,313,106,28,-951
16375,-30,0,-970,763,481,313,97,38,-970
16390,-20,-9,-950,754,481,323,97,47,-970
16406,-40,9,-980,763,490,303,106,19,-970
16421,-30,0,-960,754,472,323,97,38,-1000
16437,-30,-9,-980,754,481,303,106,28,-970
16453,0,9,-950,772,481,313,106,38,-980
16468,-20,0,-950,763,490,292,97,47,-980
16484,-20,0,-950,763,490,282,106,28,-990
16500,-30,-19,-930,745,500,282,97,28,-980
16515,-20,-9,-960,745,500,262,106,38,-961
16531,-40,0,-930,754,500,272,106,28,-980
16546,-40,0,-930,745,500,272,97,38,-961
16562,0,-19,-930,763,481,333,97,38,-990
16578,-50,-9,-940,763,481,303,106,28,-970
16593,-60,0,-1009,763,481,323,97,19,-970
16609,-40,-29,-960,763,472,323,87,38,-970
16625,-20,-9,-940,754,472,323,106,38,-980
16640,-40,-9,-950,763,481,303,87,38,-980
16656,-50,0,-950,754,490,313,97,38,-980
16671,-40,19,-950,754,500,282,97,38,-980
16687,-50,9,-960,772,472,303,87,38,-970
16703,-50,0,-950,754,490,292,87,38,-970
16718,-40,-9,-960,772,481,292,97,28,-990
16734,-60,0,-940,745,500,282,106,47,-1000
16750,-50,0,-930,763,490,292,97,47,-951
16765,-30,0,-930,763,509,292,97,47,-980
16781,-60,0,-970,763,490,292,106,47,-980
16796,-70,-19,-980,754,500,303,97,28,-961
16812,-40,9,-960,763,490,272,106,38,-980
16828,-40,-9,-960,763,481,292,97,38,-980
16843,-90,0,-970,754,500,303,87,47,-951
16859,-50,19,-990,763,481,313,87,47,-951
16875,-30,-9,-950,763,481,313,106,38,-961
16890,-30,-9,-950,754,500,292,97,28,-970
16906,-20,0,-960,763,481,303,97,38,-970
16921,-30,0,-960,763,490,292,106,38,-961
16937,-40,-9,-980,763,481,313,97,19,-970
16953,-70,-9,-940,754,490,303,106,28,-961
16968,-50,-9,-950,736,490,323,106,38,-980
16984,-60,-19,-990,754,490,292,97,28,-980
17000,-20,-29,-970,754,481,292,87,38,-970
17015,-40,19,-980,754,490,282,97,38,-990
17031,-60,39,-1009,763,509,272,106,28,-980
17046,30,58,-1000,754,481,282,106,38,-990
17062,373,107,-940,763,472,303,106,38,-970
17078,454,-176,-445,763,472,303,106,28,-990
17093,1242,58,79,745,490,323,97,38,-951
17109,1606,166,-247,772,472,313,97,28,-961
17125,1282,333,-475,772,481,303,87,28,-970
17140,1181,627,277,754,500,323,97,47,-990
17156,868,-225,227,754,500,323,106,47,-961
17171,303,-147,930,754,500,303,106,28,-961
17187,313,-29,1158,745,490,303,97,38,-961
17203,232,176,1029,763,490,292,77,38,-1000
17218,212,196,841,763,481,313,97,28,-970
17234,282,127,663,754,500,303,87,38,-980
17250,343,147,821,736,500,303,97,47,-970
17265,252,107,990,763,490,292,97,38,-980
17281,161,156,1089,772,481,292,97,38,-980
17296,171,-19,1346,754,500,292,116,28,-961
17312,232,166,1009,745,500,292,97,47,-1000
17328,171,49,851,763,500,282,97,28,-990
17343,60,147,910,772,481,303,106,38,-961
17359,-20,117,980,754,500,303,97,47,-970
17375,0,166,1019,754,481,282,106,38,-980
17390,0,166,1019,754,481,292,97,28,-980
17406,40,117,1049,754,500,292,97,38,-951
17421,30,147,960,754,500,292,106,38,-990
17437,30,117,1029,754,490,303,97,38,-970
17453,30,117,1029,772,481,303,87,38,-990
17468,0,147,1039,745,490,323,106,28,-990
17484,-30,147,970,754,481,303,87,38,-970
17500,40,137,990,772,481,292,106,28,-980
17515,40,137,990,763,490,303,97,28,-970
17531,20,117,980,754,490,303,87,38,-980
17546,-40,88,1009,754,490,323,106,47,-980
17562,80,156,1099,754,509,272,106,28,-980
17578,30,88,1029,745,490,282,116,28,-990
17593,30,107,980,754,490,292,97,38,-961
17609,30,107,980,754,481,292,97,28,-970
17625,10,127,980,754,500,292,97,47,-1000
17640,0,68,1178,763,500,303,106,47,-961
17656,10,78,1069,763,490,282,97,38,-980
17671,10,78,1069,745,490,292,87,28,-980
17687,-10,78,980,745,490,333,116,28,-970
17703,60,156,950,754,490,313,97,38,-990
17718,60,156,950,763,472,323,97,38,-990
17734,0,117,990,745,490,313,97,38,-961
17750,-10,137,1029,763,472,303,106,28,-970
17765,0,58,1118,754,472,323,97,38,-970
17781,-10,58,1099,745,490,313,97,28,-970
17796,40,117,960,772,481,323,106,38,-961
17812,50,98,920,754,490,292,97,47,-990
17828,30,107,980,772,481,292,106,38,-980
17843,70,117,1069,772,472,313,97,38,-961
17859,10,58,1079,754,490,313,106,47,-990
17875,0,78,990,754,490,313,97,38,-961
17890,20,68,1059,754,490,313,97,38,-970
17906,40,88,1019,754,490,292,87,38,-961
17921,70,107,970,736,481,303,97,28,-970
17937,30,88,980,763,490,303,97,28,-990
17953,70,88,1039,763,481,323,97,47,-980
17968,90,58,1148,763,481,313,97,38,-970
17984,30,98,1039,745,481,292,97,47,-980
18000,20,88,970,772,490,282,97,47,-961
18015,0,88,950,754,490,292,106,28,-990
18031,30,127,1000,754,500,252,97,47,-970
18046,20,98,1009,754,500,262,97,28,-980
18062,30,98,1029,763,481,252,106,38,-980
18078,50,88,1049,763,490,282,77,28,-961
18093,30,58,1059,763,500,282,97,47,-1000
18109,20,88,1009,763,490,313,97,28,-980
18125,40,98,950,754,481,303,97,38,-970
18140,20,88,950,754,472,313,106,38,-961
18156,40,78,1069,754,490,303,106,38,-990
18171,70,78,1079,754,481,313,97,38,-980
18187,50,98,990,754,490,343,97,38,-970
18203,30,78,990,754,481,272,97,38,-1000
18218,30,98,1069,772,509,272,97,38,-970
18234,60,107,1059,781,472,323,97,38,-980
18250,70,88,1069,736,500,303,87,57,-1009
18265,60,98,1049,754,490,282,106,38,-980
18281,50,107,1000,745,490,303,106,38,-970
18296,40,78,980,772,481,313,106,57,-980
18312,60,107,990,736,490,323,97,38,-990
18328,50,78,1049,763,472,292,97,38,-961
18343,30,107,1039,754,490,292,106,38,-970
18359,50,117,1019,754,490,282,106,38,-990
18375,60,98,1019,763,481,282,87,47,-961
18390,60,78,1000,754,500,303,97,38,-980
18406,70,107,980,763,481,313,116,38,-990
18421,60,68,1039,754,481,313,106,28,-970
18437,50,78,1039,763,481,292,87,47,-990
18453,20,98,1029,745,490,313,106,28,-980
18468,40,88,1000,763,490,313,77,38,-970
18484,50,98,1029,763,481,313,97,38,-1009
18500,40,88,1000,763,481,313,97,47,-961
18515,50,88,980,754,490,313,116,19,-990
18531,40,98,1039,754,490,313,97,47,-970
18546,50,68,1049,754,481,292,97,38,-980
18562,40,88,1009,754,490,313,87,57,-980
18578,20,98,1029,754,500,292,97,38,-951
18593,50,88,1019,763,490,323,97,38,-970
18609,80,88,1019,763,490,323,97,38,-980
18625,50,88,990,754,481,313,97,38,-970
18640,50,78,1029,754,481,292,106,38,-980
18656,40,88,1039,754,481,292,97,47,-961
18671,50,78,1039,763,490,303,97,38,-961
18687,70,68,1000,745,490,313,97,38,-970
18703,90,78,1019,763,481,272,97,38,-970
18718,70,88,1009,772,481,292,97,38,-980
18734,50,68,1000,754,472,303,87,47,-980
18750,40,107,1000,763,481,292,97,19,-980
18765,50,68,1019,745,481,292,87,38,-970
18781,50,78,1029,763,500,292,87,38,-970
